pair_id,is_duplicate
224133,0
292229,1
331454,0
64682,1
65533,0
264630,1
289773,0
101649,0
395311,1
232355,0
34474,0
201838,0
389362,0
90888,0
217638,1
337607,1
17379,1
347599,0
80103,1
82713,0
310882,0
89796,0
279260,1
369902,0
379932,0
51582,1
92814,0
220995,1
233954,0
107561,0
68440,0
137664,0
272818,1
362482,0
52515,1
375348,1
156112,0
268957,0
378520,1
136896,0
111906,0
110438,1
166954,0
28823,1
230115,0
370345,0
82592,0
139671,1
106600,0
112538,1
120818,0
216541,0
286913,0
80055,0
284612,1
218940,1
271910,0
121952,0
361951,0
34680,0
183290,0
254937,0
185415,1
162774,1
209632,0
103464,0
103591,0
368101,0
358783,0
377214,0
187157,0
32871,0
106158,1
379000,1
3318,1
342905,0
131336,1
331012,0
307987,0
290401,0
283527,0
266654,1
282419,0
308906,0
304957,0
296526,0
125750,0
337865,1
88420,1
352257,0
2318,0
288361,1
370548,0
150820,0
182645,0
376844,0
22123,0
180737,1
398112,0
135262,0
391114,1
279251,1
341252,0
376749,0
330103,1
317586,0
7350,1
382486,0
72236,1
181670,0
185108,0
206229,0
160158,0
179923,0
164402,1
41735,1
172778,0
325971,0
278737,0
394337,0
74377,0
208240,1
82435,0
35418,1
174430,0
290911,0
150542,0
324246,1
345035,0
201724,0
265978,0
211765,0
298078,0
295621,1
132342,0
367065,0
15026,1
200683,0
110437,1
354407,1
57220,1
102057,0
29434,0
65653,0
391926,0
18937,0
213400,0
103530,0
148006,0
86254,0
124142,0
63278,0
313879,0
2515,0
367211,0
21337,0
82185,1
229833,0
196568,0
277426,0
311321,1
28729,1
267885,0
175690,1
213861,0
45554,0
143167,0
128831,0
16146,0
209460,1
226778,0
332657,0
140564,0
8123,0
89691,0
83626,1
41283,0
343923,0
73329,1
217892,1
113007,1
115187,0
323725,1
86395,1
199111,1
167722,1
89907,0
319968,0
88322,0
240993,1
8721,0
312821,1
59853,1
299705,0
206317,1
135391,0
84467,0
353335,1
376988,0
58509,0
188772,0
72530,0
97029,0
383198,0
337254,0
396433,0
43736,1
39839,0
316164,1
328090,0
240185,0
183698,0
328717,0
341783,1
33957,0
107897,0
311774,1
73931,1
291216,0
206425,0
302749,1
303387,0
86879,1
162196,0
398688,0
393436,0
75921,1
302078,1
305291,0
36077,0
238684,0
250735,0
69740,1
138551,0
338248,1
218623,0
14231,1
31931,1
237871,1
77129,0
250665,1
324571,0
143394,0
33973,0
78072,1
48820,0
306282,0
279619,1
247444,0
275021,1
264458,0
398256,0
67435,1
210653,0
116088,1
76425,0
257011,0
117122,0
65803,0
396666,1
387698,1
99968,1
1646,0
151715,1
28361,0
20358,0
379004,0
5960,0
281257,0
146846,1
140705,0
148681,0
21828,1
141681,1
144265,0
325281,0
387518,1
37757,0
351160,1
351659,1
163617,0
358877,0
320875,0
121745,0
146755,0
349031,0
84300,0
339461,0
34007,0
245853,1
173823,1
200379,0
13148,1
159666,1
320354,1
243445,0
133231,0
115398,1
319072,0
313854,0
87022,1
47077,1
349062,0
351027,1
67390,0
384133,0
58004,0
80473,0
112851,1
272962,0
113730,1
313928,1
368575,0
290693,1
236814,1
133963,0
390036,1
243574,1
101121,1
296863,0
285513,1
267738,1
346328,1
53553,1
87880,0
268989,0
150652,1
259636,0
239305,1
313550,0
299091,0
140381,0
255506,1
394239,0
292805,0
294764,0
132774,1
215421,1
234299,0
238871,1
345014,0
34000,1
60672,0
389167,0
342169,1
374031,0
360912,1
265590,1
329863,0
274914,0
85508,0
23832,0
178256,1
205134,1
190067,1
18029,1
360430,1
87603,0
180055,1
358964,0
310846,0
277591,1
202455,1
182145,0
95112,0
131867,1
122008,0
330604,0
10902,0
232087,0
125508,1
207636,0
396860,0
105433,0
398272,1
145085,1
244082,0
257476,0
39444,0
294388,1
266388,1
47019,0
332177,0
180477,0
132118,0
33708,0
219219,0
72116,0
237174,1
286239,0
243931,0
381757,0
73452,0
68645,0
50083,0
208884,1
3322,0
169214,0
196917,0
107717,0
243088,1
190688,1
219761,0
304912,1
161614,0
480,0
178013,1
278701,0
134941,1
29475,1
106371,0
139062,0
311179,1
107620,1
291024,1
350305,0
99656,0
163719,0
356399,0
90587,1
301031,0
389911,0
243504,1
101997,1
311773,0
316686,0
79755,0
360354,0
23494,0
11484,1
190488,1
108879,1
187152,0
285746,1
364406,0
355170,0
372131,0
57355,1
307001,0
292762,0
349075,0
220034,0
307570,1
198224,0
171535,0
73909,0
101110,1
200237,0
314918,1
127032,0
174587,0
384961,0
36642,1
166006,1
104751,1
235811,1
32883,0
125962,0
120609,0
163489,1
358342,0
329764,1
109021,0
345146,1
201054,1
295117,0
165639,0
309047,0
125406,0
53981,1
277847,1
361371,1
201218,1
377406,0
169318,1
191046,1
83800,0
78985,1
25605,0
301485,0
220077,0
162381,1
261047,0
387975,0
400977,1
23108,1
283077,0
292435,0
81951,0
142142,0
77691,1
228299,0
89510,1
299905,1
375794,0
254386,0
367403,0
83880,1
69331,0
223870,1
164033,0
34019,0
41334,0
75634,0
277921,0
110461,0
175982,0
32315,0
14464,0
85094,0
214343,1
41826,0
132284,0
82443,0
147684,0
334793,0
173581,1
75090,0
59349,1
284427,0
173091,1
152147,0
71356,1
302770,1
67566,0
339818,0
184168,0
156375,1
388200,0
91346,0
25837,1
271761,1
245692,0
